,PM25,PM10,O3,CO,NO2,SO2,WS,TEMP,RH,WD
815,19.3,44.0,5.0,0.54,8.0,0.0,0,25,88,216
816,23.6,51.0,4.0,0.53,6.0,0.0,0,25,90,248
817,30.7,52.0,3.0,0.51,5.0,0.0,0,24,92,256
818,25.3,45.0,4.0,0.41,4.0,0.0,0,24,92,249
819,26.2,46.0,4.0,0.38,4.0,0.0,0,23,92,246
820,21.6,36.0,9.0,0.33,3.0,0.0,0,23,90,257
821,20.9,31.0,10.0,0.34,4.0,0.0,0,23,89,236
822,16.1,35.0,4.0,0.4,7.0,0.0,0,23,92,254
823,17.0,29.0,6.0,0.44,6.0,0.0,0,23,91,258
824,20.1,34.0,16.0,0.36,5.0,0.0,1,26,81,264
825,22.5,43.0,30.0,0.22,3.0,0.0,1,28,70,226
826,25.4,52.0,39.0,0.24,3.0,0.0,1,30,63,229
827,20.7,43.0,46.0,0.25,3.0,0.0,0,31,55,95
828,27.8,39.0,46.0,0.25,6.0,0.0,1,33,49,109
829,23.6,38.0,46.0,0.25,3.0,0.0,1,35,47,68
830,18.0,34.0,38.0,0.24,3.0,0.0,1,34,52,80
831,14.0,32.0,40.0,0.38,3.0,0.34,2,34,52,74
832,11.0,28.0,40.0,0.25,7.11,0.0,2,33,55,77
833,10.9,31.0,16.56,0.27,3.0,0.0,1,32,59,73
834,8.1,25.0,37.0,0.32,7.0,0.0,1,30,66,65
835,6.0,25.0,32.0,0.38,10.0,0.0,1,29,71,71
836,11.4,39.0,17.0,0.53,14.0,0.0,0,27,79,65
837,20.3,42.0,5.0,0.98,15.0,0.0,0,26,86,260
838,33.1,60.0,3.0,0.89,14.0,0.0,0,25,87,272
839,46.1,81.0,4.0,0.76,12.0,0.0,0,25,88,256
840,51.5,82.0,6.0,0.61,6.0,0.0,0,24,90,243
841,52.5,75.0,11.0,0.38,4.0,0.0,0,24,89,253
842,43.9,54.0,15.0,0.33,2.0,0.0,0,24,88,276
843,36.2,55.0,12.0,0.35,3.0,0.0,0,24,90,291
844,38.5,49.0,10.0,0.39,4.0,0.0,0,23,91,275
845,28.6,59.0,4.0,0.49,7.0,0.0,0,23,91,276
846,20.4,51.0,2.0,0.5,9.0,0.0,0,23,92,244
847,30.0,51.0,6.0,0.61,13.0,0.0,0,23,89,246
848,23.6,57.0,18.0,0.46,10.0,0.0,1,25,81,255
849,42.5,60.0,36.0,0.29,5.0,0.0,1,28,72,247
850,37.7,60.0,47.0,0.26,3.0,0.0,1,30,63,230
851,35.7,53.0,52.0,0.24,3.0,0.0,1,33,54,118
852,26.3,44.0,52.0,0.24,3.0,0.0,1,34,51,84
853,20.9,42.0,51.0,0.24,4.0,0.0,1,35,46,76
854,16.7,32.0,41.0,0.38,4.0,0.34,1,33,55,89
855,12.3,32.0,37.0,0.29,7.11,0.0,2,31,61,78
856,13.6,37.0,16.56,0.31,8.0,0.0,1,31,64,80
857,14.1,41.0,35.0,0.32,7.0,0.0,1,32,62,86
858,13.1,30.0,31.0,0.41,12.0,0.0,1,29,69,68
859,10.8,34.0,24.0,0.47,15.0,0.0,0,28,74,66
860,23.5,39.0,9.0,0.81,16.0,0.0,0,27,83,341
861,30.7,49.0,4.0,0.94,14.0,0.0,0,26,87,234
862,45.6,77.0,7.0,0.84,9.0,0.0,0,26,88,283
863,58.3,88.0,10.0,0.63,7.0,0.0,0,25,88,328
864,57.2,86.0,6.0,0.6,7.0,0.0,0,25,90,339
865,54.6,76.0,2.0,0.6,6.0,0.0,0,24,92,249
866,53.9,74.0,9.0,0.38,3.0,0.0,0,24,92,220
867,46.1,70.0,14.0,0.31,3.0,0.0,0,23,88,239
868,41.7,57.0,12.0,0.31,3.0,0.0,0,23,90,260
869,29.8,52.0,10.0,0.37,4.0,0.0,0,23,91,245
870,22.3,40.0,8.0,0.42,7.0,0.0,0,23,89,232
871,17.0,38.0,8.0,0.53,14.0,0.0,0,24,84,253
872,21.9,52.0,19.0,0.41,8.0,0.0,1,26,78,280
873,32.8,58.0,28.0,0.22,4.0,0.0,1,29,74,218
874,34.7,57.0,34.0,0.22,3.0,0.0,2,30,66,194
875,30.4,55.0,38.0,0.21,3.0,0.0,1,32,59,160
876,23.7,40.0,44.0,0.22,3.0,0.0,1,33,53,130
877,19.1,32.0,45.0,0.38,4.0,0.34,1,34,50,104
878,14.8,35.0,46.0,0.26,7.11,0.0,1,35,48,92
879,16.4,34.0,16.56,0.26,6.0,0.0,1,34,49,110
880,12.7,31.0,38.0,0.26,8.0,0.0,1,34,51,94
881,10.1,28.0,30.0,0.28,10.0,0.0,1,33,56,94
882,8.4,21.0,22.0,0.33,10.0,0.0,1,30,66,99
883,9.9,20.0,21.0,0.29,9.0,0.0,1,29,73,107
884,8.0,26.0,18.0,0.29,9.0,0.0,0,28,77,61
885,15.1,25.0,8.0,0.61,13.0,0.0,0,27,83,281
886,19.3,31.0,8.0,0.61,10.0,0.0,1,27,84,336
887,25.3,48.0,10.0,0.53,7.0,0.0,0,26,86,343
888,24.4,49.0,9.0,0.45,7.0,0.0,0,26,87,326
889,23.2,45.0,4.0,0.45,6.0,1.0,0,25,91,213
890,20.8,44.0,5.0,0.38,4.0,1.0,0,25,91,249
891,23.2,47.0,8.0,0.34,4.0,1.0,0,24,90,304
892,21.3,41.0,3.0,0.39,5.0,1.0,1,24,92,268
893,17.3,31.0,6.0,0.39,5.0,1.0,0,24,92,262
894,19.3,32.0,9.0,0.39,7.0,0.0,1,23,90,229
895,15.1,26.0,11.0,0.49,13.0,1.0,0,24,85,245
896,20.7,40.0,20.0,0.37,7.0,0.0,1,27,77,274
897,34.8,68.0,31.0,0.21,4.0,1.0,1,29,70,256
898,30.3,43.0,36.0,0.22,3.0,1.0,0,32,60,114
899,22.6,34.0,37.0,0.2,3.0,1.0,1,34,53,79
900,15.7,29.0,34.0,0.38,3.0,0.34,1,34,50,78
901,17.5,31.0,33.0,0.18,7.11,1.0,2,34,52,66
902,13.2,27.0,16.56,0.19,3.0,1.0,2,33,53,68
903,10.3,23.0,28.0,0.2,6.0,1.0,2,33,55,71
904,8.8,25.0,29.0,0.27,9.0,1.0,1,32,58,73
905,14.4,36.0,29.0,0.28,7.0,1.0,1,32,61,73
906,10.8,28.0,24.0,0.28,9.0,1.0,1,30,69,74
907,18.2,30.0,18.0,0.31,10.0,1.0,0,29,72,112
908,14.7,31.0,13.0,0.35,10.0,1.0,0,28,76,165
909,18.4,36.0,4.0,0.58,13.0,1.0,0,27,84,237
910,21.8,40.0,2.0,0.63,10.0,1.0,0,26,87,240
911,36.2,44.0,5.0,0.54,7.0,1.0,0,26,88,240
912,34.0,55.0,6.0,0.49,5.0,1.0,1,25,90,241
913,39.9,56.0,7.0,0.4,3.0,0.0,0,25,89,244
914,34.5,47.0,8.0,0.31,3.0,0.0,0,25,88,240
915,30.9,42.0,8.0,0.26,3.0,0.0,0,24,89,246
916,31.0,43.0,8.0,0.28,3.0,0.0,0,24,88,243
917,22.5,40.0,7.0,0.33,4.0,0.0,0,24,90,231
918,19.5,36.0,3.0,0.37,7.0,0.0,0,24,90,263
919,15.3,34.0,3.0,0.57,12.0,0.0,1,24,87,275
920,21.8,36.0,7.0,0.54,12.0,0.0,1,27,80,264
921,26.8,48.0,19.0,0.23,5.0,0.0,1,29,69,232
922,26.9,46.0,26.0,0.17,4.0,0.0,1,31,63,211
923,20.8,35.0,31.0,0.38,3.0,0.34,1,32,56,146
924,18.6,31.0,33.0,0.17,7.11,0.0,1,34,52,128
925,20.7,34.0,16.56,0.18,3.0,0.0,1,35,49,78
926,15.8,26.0,28.0,0.16,3.0,0.0,2,35,50,68
927,12.7,28.0,26.0,0.17,5.0,0.0,2,35,48,77
928,9.8,26.0,21.0,0.17,6.0,0.0,2,34,50,76
929,7.4,26.0,18.0,0.2,6.0,0.0,1,32,54,99
930,6.4,21.0,14.0,0.26,8.0,0.0,1,30,62,97
931,4.8,16.0,12.0,0.25,9.0,0.0,1,29,69,93
932,6.4,18.0,10.0,0.28,9.0,0.0,0,28,73,132
933,8.3,23.0,4.0,0.88,11.0,0.0,0,27,82,277
934,12.1,30.0,3.0,0.56,10.0,0.0,0,26,83,244
935,10.5,31.0,4.0,0.45,7.0,0.0,0,26,84,258
936,14.9,39.0,4.0,0.39,5.0,0.0,0,25,87,244
937,19.4,37.0,5.0,0.35,4.0,0.0,0,25,88,247
938,17.5,29.0,7.0,0.25,3.0,0.0,1,24,87,244
939,17.5,33.0,10.0,0.2,3.0,0.0,1,24,85,248
940,13.3,31.0,8.0,0.27,4.0,0.0,0,24,86,248
941,12.7,34.0,5.0,0.34,4.0,1.0,0,24,89,261
942,12.8,35.0,4.0,0.45,6.0,0.0,0,24,89,310
943,12.5,32.0,1.0,0.78,15.0,1.0,0,24,86,283
944,20.9,46.0,5.0,0.52,10.0,0.0,1,26,82,268
945,32.2,51.0,19.0,0.43,5.0,0.0,1,29,73,248
946,33.3,63.0,30.0,0.38,3.0,0.34,1,31,63,140
947,25.1,53.0,31.0,0.2,7.11,1.0,1,32,62,142
948,19.2,40.0,16.56,0.2,3.0,1.0,1,33,58,103
949,13.8,38.0,33.0,0.21,5.0,1.0,1,34,52,120
950,22.1,39.0,37.0,0.22,4.0,1.0,2,34,51,96
951,17.1,36.0,37.0,0.26,7.0,1.0,2,33,52,91
952,13.5,35.0,34.0,0.26,8.0,1.0,1,33,56,96
953,17.1,43.0,30.0,0.29,7.0,1.0,1,31,60,109
954,13.1,36.0,27.0,0.29,8.0,1.0,1,30,67,128
955,9.5,42.0,22.0,0.29,10.0,1.0,1,29,71,142
956,16.2,40.0,16.0,0.35,12.0,1.0,0,28,76,197
957,25.2,48.0,10.0,0.43,11.0,1.0,0,27,81,211
958,30.7,52.0,7.0,0.55,9.0,1.0,0,26,85,271
959,33.5,56.0,9.0,0.48,7.0,0.0,0,26,86,186
960,28.2,51.0,8.0,0.47,6.0,0.0,0,25,87,214
961,32.6,53.0,6.0,0.47,6.0,0.0,0,25,88,257
962,34.8,60.0,7.0,0.4,4.0,0.0,0,25,88,335
963,30.7,49.0,5.0,0.38,4.0,0.0,0,24,90,251
964,25.9,42.0,3.0,0.43,5.0,0.0,0,24,90,248
965,23.8,42.0,2.0,0.48,7.0,0.0,0,24,90,269
966,22.5,41.0,2.0,0.57,8.0,0.0,0,24,90,231
967,20.4,38.0,2.0,0.85,12.0,0.0,0,25,87,268
968,28.2,57.0,8.0,0.55,13.0,0.0,0,28,76,208
969,27.9,53.0,18.0,0.38,10.0,0.34,1,30,66,123
970,29.2,54.0,23.0,0.17,7.11,0.0,1,32,56,120
971,25.8,48.0,16.56,0.16,4.0,0.0,1,33,53,122
972,20.5,42.0,26.0,0.16,4.0,0.0,1,32,54,122
973,14.6,31.0,28.0,0.15,3.0,0.0,2,33,51,133
974,11.6,36.0,28.0,0.16,3.0,0.0,2,33,52,119
975,9.4,31.0,27.0,0.18,5.0,0.0,1,32,54,132
976,7.6,35.0,28.0,0.19,5.0,0.0,2,32,54,141
977,6.0,36.0,26.0,0.22,5.0,0.0,1,31,56,127
978,4.9,29.0,23.0,0.28,8.0,0.0,1,29,63,133
979,3.9,31.0,21.0,0.27,10.0,0.0,1,28,67,127
980,6.2,40.0,22.0,0.25,8.0,0.0,0,28,69,126
981,6.1,38.0,23.0,0.23,7.0,0.0,0,28,70,120
982,7.6,36.0,25.0,0.24,6.0,0.0,0,28,71,110
983,11.1,41.0,29.0,0.2,3.0,0.0,1,28,68,140
984,12.3,43.0,23.0,0.37,4.0,0.0,0,26,76,159
985,10.8,40.0,12.0,0.76,4.0,0.0,0,25,84,239
986,17.6,44.0,13.0,0.53,4.0,0.0,0,25,84,297
987,22.3,51.0,11.0,0.61,5.0,0.0,0,25,85,265
988,25.8,49.0,7.0,0.65,6.0,0.0,0,24,87,348
989,21.1,47.0,3.0,0.69,11.0,0.0,0,24,88,113
990,17.7,52.0,3.0,0.85,10.0,0.0,0,24,89,223
991,23.3,49.0,10.0,0.81,14.0,0.0,0,25,82,121
992,19.9,49.0,32.0,0.38,6.0,0.34,1,29,68,118
993,22.9,48.0,38.0,0.27,7.11,0.0,1,30,62,129
994,17.8,42.0,16.56,0.26,4.0,0.0,1,31,58,128
995,22.7,46.0,41.0,0.24,3.0,1.0,2,32,55,132
996,17.0,39.0,40.0,0.25,4.0,0.0,2,32,56,131
997,15.3,43.0,41.0,0.24,3.0,1.0,2,32,55,126
998,11.7,42.0,42.0,0.24,3.0,1.0,2,31,56,126
999,9.4,47.0,44.0,0.23,3.0,1.0,2,31,56,132
1000,10.8,36.0,43.0,0.25,4.0,1.0,2,31,55,122
1001,8.3,30.0,42.0,0.28,6.0,1.0,1,30,59,126
1002,6.2,37.0,38.0,0.34,9.0,0.0,1,29,63,123
1003,6.6,36.0,35.0,0.37,11.0,0.0,0,28,67,127
1004,7.5,40.0,32.0,0.39,12.0,0.0,0,27,70,108
1005,10.7,41.0,18.0,0.57,15.0,0.0,0,26,77,66
1006,25.9,53.0,11.0,1.03,13.0,0.0,0,25,84,263
1007,27.2,65.0,4.0,1.18,18.0,0.0,0,25,85,338
1008,37.2,75.0,9.0,0.71,12.0,0.0,0,25,85,324
1009,39.9,77.0,7.0,0.7,11.0,0.0,0,24,87,356
1010,41.8,77.0,2.0,0.99,10.0,0.0,0,24,89,249
1011,41.9,79.0,2.0,0.83,9.0,0.0,0,24,90,335
1012,38.5,76.0,1.0,0.81,16.0,0.0,0,24,88,333
1013,34.4,69.0,1.0,0.88,14.0,0.0,0,24,89,218
1014,31.9,71.0,1.0,0.88,13.0,0.34,0,23,91,272
1015,33.2,76.0,1.0,0.38,24.0,0.34,0,24,88,314
1016,40.6,81.0,19.0,0.66,7.11,1.0,0,27,78,146
1018,33.8,67.0,45.0,0.27,5.0,0.0,1,31,58,129
1019,30.5,65.0,46.0,0.26,6.0,0.0,2,31,56,131
1020,23.1,55.0,44.0,0.25,5.0,0.0,1,31,56,124
1021,17.0,42.0,45.0,0.24,5.0,0.0,1,30,58,129
1022,12.7,49.0,44.0,0.25,5.0,0.0,1,31,58,121
1023,12.1,46.0,41.0,0.31,10.0,0.0,1,31,59,119
1024,13.5,55.0,36.0,0.33,11.0,0.0,1,29,66,125
1025,18.9,41.0,36.0,0.34,12.0,0.0,1,29,65,135
1026,17.0,41.0,35.0,0.38,10.0,0.0,0,28,71,67
1027,15.8,63.0,28.0,0.44,9.0,0.34,1,26,86,326
1028,24.4,49.0,22.0,0.48,9.0,0.0,0,26,85,81
1029,24.5,48.0,15.0,0.52,10.0,0.0,0,26,86,337
1030,28.7,55.0,6.0,0.63,10.0,0.0,0,25,90,338
1031,26.2,67.0,3.0,0.67,9.0,0.0,0,24,91,250
1032,32.5,56.0,3.0,0.63,8.0,0.0,0,24,92,336
1033,28.9,56.0,3.0,0.58,9.0,0.0,0,23,92,334
1034,30.8,56.0,4.0,0.56,7.0,0.0,0,23,92,258
1035,26.4,52.0,5.0,0.55,6.0,0.0,0,23,92,213
1036,28.3,55.0,3.0,0.52,7.0,0.0,0,23,93,243
1037,20.9,51.0,5.0,0.55,7.0,0.0,0,23,92,231
1038,15.3,49.0,3.0,0.38,14.0,0.34,0,23,91,356
1039,20.7,53.0,2.0,1.35,7.11,0.0,0,24,88,333
1040,21.0,70.0,16.56,0.7,17.0,0.0,0,28,73,32
1041,27.5,70.0,43.0,0.31,6.0,0.0,1,31,63,84
1042,30.0,68.0,46.0,0.25,3.0,0.0,2,32,58,76
1043,23.3,55.0,47.0,0.25,3.0,0.0,2,32,57,83
1044,17.9,47.0,46.0,0.26,4.0,0.0,1,31,59,98
1045,13.1,41.0,44.0,0.23,3.0,0.0,1,32,56,107
1046,14.1,40.0,46.0,0.23,4.0,0.0,2,33,53,125
1047,11.0,33.0,43.0,0.28,10.0,0.0,1,33,51,120
1048,8.6,33.0,39.0,0.29,15.0,0.0,1,32,55,126
1049,7.7,31.0,43.0,0.31,9.0,0.0,1,31,59,132
1050,6.9,25.0,36.0,0.38,10.0,0.0,1,29,66,141
1051,11.9,39.0,34.0,0.36,12.0,0.0,0,28,70,134
1052,15.9,40.0,30.0,0.41,11.0,0.0,0,28,73,132
1053,17.6,49.0,14.0,1.26,14.0,0.0,0,26,82,218
1054,36.3,71.0,8.0,1.22,12.0,0.0,0,25,85,190
1055,49.7,91.0,2.0,1.08,17.0,0.0,0,25,87,200
1056,54.3,107.0,2.0,1.23,15.0,0.0,0,25,88,242
1057,49.1,95.0,1.0,1.13,13.0,0.0,0,25,89,245
1058,48.1,98.0,2.0,1.21,12.0,0.0,0,24,90,343
1059,43.1,92.0,2.0,1.0,11.0,0.0,0,24,91,283
1060,41.8,86.0,4.0,0.96,10.0,0.34,0,24,91,254
1061,44.8,95.0,3.0,0.38,16.0,0.34,0,24,90,133
1062,41.7,86.0,14.0,0.54,7.11,0.34,0,25,94,124
1063,33.8,67.0,16.56,0.52,17.0,0.34,1,25,94,290
1064,30.9,62.0,12.0,0.62,20.0,0.0,1,26,90,329
1065,23.9,46.0,22.0,0.31,9.0,0.0,1,29,77,100
1066,28.7,58.0,25.0,0.14,4.0,0.0,1,30,70,97
1067,26.2,53.0,27.0,0.12,3.0,0.0,2,31,61,93
1068,20.2,41.0,27.0,0.11,3.0,0.0,1,32,61,90
1069,22.2,45.0,26.0,0.11,2.0,0.0,2,32,59,91
1070,16.0,39.0,24.0,0.13,3.0,0.0,1,31,69,100
1071,13.3,40.0,22.0,0.15,7.0,0.0,1,32,62,111
1072,9.9,36.0,17.0,0.21,9.0,0.0,1,28,81,132
1073,7.2,27.0,17.0,0.21,8.0,0.0,1,29,75,122
1074,6.5,25.0,16.0,0.32,10.0,0.0,1,28,75,126
1075,10.7,35.0,7.0,0.53,17.0,0.0,0,27,81,125
1076,18.3,38.0,4.0,0.53,14.0,0.0,0,26,87,50
1077,22.4,44.0,2.0,0.94,13.0,0.0,0,26,90,283
1078,26.5,52.0,1.0,0.74,12.0,0.0,0,26,91,299
1079,27.9,55.0,1.0,0.63,11.0,0.0,0,25,91,256
1080,25.8,49.0,2.0,0.38,8.0,0.0,0,25,92,240
1081,26.2,55.0,4.0,0.46,6.0,0.0,0,25,90,292
1082,27.8,55.0,4.0,0.43,5.0,0.34,0,25,91,240
1083,23.8,49.0,3.0,0.31,5.0,0.0,0,25,93,240
1084,17.1,45.0,1.0,0.38,7.0,0.34,0,25,92,159
1085,13.0,45.0,1.0,0.53,7.11,0.34,0,25,92,190
1086,12.4,43.0,16.56,0.72,8.0,1.0,0,24,94,304
1087,10.2,39.0,2.0,0.88,12.0,0.0,0,25,91,287
1088,15.7,49.0,16.0,0.37,9.0,0.34,0,28,76,152
1089,15.7,56.0,24.0,0.21,4.0,0.0,1,31,64,89
1090,16.3,50.0,25.0,0.18,3.0,0.0,1,31,59,102
1091,18.1,37.0,26.0,0.17,3.0,0.0,1,32,56,106
1092,14.3,35.0,26.0,0.17,2.0,0.0,2,33,55,99
1093,13.3,32.0,27.0,0.17,2.0,0.0,2,33,52,98
1094,13.0,31.0,26.0,0.16,3.0,0.0,2,33,52,111
1095,10.4,24.0,25.0,0.23,6.0,0.0,1,33,52,117
1096,8.4,23.0,23.0,0.22,7.0,0.0,1,33,53,112
1097,6.5,18.0,23.0,0.24,6.0,0.0,1,31,57,101
1098,6.5,15.0,17.0,0.32,10.0,0.0,1,29,67,115
1099,7.9,22.0,14.0,0.32,10.0,0.0,0,28,72,129
1100,8.7,25.0,15.0,0.28,8.0,0.0,0,28,74,130
1101,12.5,37.0,14.0,0.29,9.0,0.0,0,27,77,74
1102,14.8,55.0,11.0,0.36,9.0,0.0,0,27,81,5
1103,20.6,62.0,5.0,0.45,9.0,0.0,0,26,84,349
1104,15.9,70.0,3.0,0.52,9.0,0.0,0,25,87,352
1105,23.5,66.0,8.0,0.36,6.0,1.0,1,25,85,358
1106,28.4,58.0,10.0,0.27,5.0,0.0,1,26,86,355
1107,25.9,49.0,5.0,0.38,8.0,0.34,0,25,87,334
1108,27.6,53.0,4.0,0.39,7.11,1.0,0,25,87,351
1109,22.5,45.0,16.56,0.35,9.0,1.0,1,25,85,352
1110,17.2,47.0,4.0,0.44,10.0,1.0,1,25,87,354
1111,17.3,46.0,4.0,0.57,15.0,1.0,1,26,83,353
1112,25.5,53.0,12.0,0.53,14.0,1.0,0,28,76,3
1113,24.6,63.0,25.0,0.24,6.0,0.0,1,29,69,91
1114,25.6,53.0,27.0,0.19,7.0,0.0,1,31,64,100
1115,24.8,52.0,29.0,0.22,10.0,0.0,2,32,57,82
1116,18.6,46.0,33.0,0.23,4.0,1.0,1,32,55,109
1117,18.6,34.0,34.0,0.2,3.0,1.0,1,33,54,102
1118,14.0,28.0,33.0,0.21,3.0,1.0,2,33,55,94
1119,11.7,38.0,28.0,0.24,6.0,1.0,1,32,60,96
1120,8.9,30.0,28.0,0.26,7.0,1.0,1,32,59,116
1121,12.2,39.0,25.0,0.25,7.0,1.0,1,30,64,133
1122,9.1,31.0,19.0,0.3,9.0,1.0,1,29,70,130
1123,11.9,45.0,16.0,0.31,10.0,1.0,0,28,73,118
1124,9.7,53.0,13.0,0.36,12.0,1.0,0,28,76,62
1125,14.5,48.0,12.0,0.31,11.0,1.0,1,27,78,2
1126,16.8,50.0,6.0,0.47,11.0,1.0,0,26,83,331
1127,24.8,54.0,2.0,0.67,10.0,1.0,0,25,88,275
1128,30.5,62.0,2.0,0.59,10.0,1.0,0,25,88,345
1129,28.4,69.0,3.0,0.47,10.0,1.0,0,25,88,358
1130,32.9,72.0,3.0,0.38,8.0,0.34,0,24,89,353
1131,23.8,65.0,1.0,0.44,7.11,1.0,0,24,91,269
1132,29.6,60.0,16.56,0.52,6.0,1.0,0,24,91,356
1133,24.1,54.0,1.0,0.54,8.0,1.0,0,24,91,286
1134,23.3,47.0,0.0,0.51,9.0,1.0,0,24,91,189
1135,17.2,49.0,1.0,0.73,10.0,1.0,0,24,89,280
1136,26.1,53.0,10.0,0.68,12.0,2.0,0,28,76,196
1137,30.4,67.0,23.0,0.54,7.0,5.0,1,30,65,130
1138,27.8,64.0,27.0,0.2,6.0,1.0,1,31,58,127
1139,23.2,65.0,31.0,0.19,7.0,1.0,1,32,52,119
1140,24.6,46.0,33.0,0.19,4.0,1.0,2,33,52,135
1141,18.1,38.0,34.0,0.15,3.0,0.0,2,32,50,140
1142,16.0,38.0,34.0,0.15,3.0,1.0,1,33,48,128
1143,11.9,33.0,33.0,0.16,3.0,1.0,1,33,50,125
1144,8.8,31.0,31.0,0.16,4.0,0.0,1,32,51,116
1145,13.6,35.0,26.0,0.19,6.0,1.0,1,31,53,123
1146,10.5,27.0,19.0,0.29,11.0,1.0,1,29,60,114
1147,7.7,28.0,16.0,0.31,12.0,1.0,0,28,66,131
1148,12.5,43.0,14.0,0.34,11.0,1.0,0,27,73,130
1149,17.7,53.0,4.0,0.63,12.0,1.0,0,25,83,270
1150,26.3,52.0,1.0,0.78,13.0,1.0,0,25,85,303
1151,30.1,57.0,1.0,0.8,13.0,1.0,0,24,86,246
1152,38.7,78.0,1.0,0.69,12.0,1.0,0,24,88,247
1153,37.6,76.0,2.0,0.38,10.0,0.34,0,24,88,243
1154,36.7,74.0,4.0,0.38,7.11,0.0,0,23,89,248
1155,32.9,63.0,16.56,0.29,5.0,0.0,0,23,88,259
1156,30.5,60.0,3.0,0.27,4.0,0.0,0,23,90,271
1157,23.7,48.0,6.0,0.23,4.0,0.0,0,23,89,279
1158,18.1,50.0,3.0,0.27,6.0,0.0,0,23,90,288
1159,13.7,42.0,3.0,0.45,8.0,0.0,0,24,88,272
1160,19.8,54.0,11.0,0.41,10.0,0.0,1,27,77,261
1161,28.6,59.0,25.0,0.17,5.0,0.0,1,30,64,78
1162,27.6,58.0,25.0,0.13,3.0,0.0,1,31,61,107
1163,23.9,48.0,27.0,0.1,3.0,0.0,2,32,54,75
1164,22.1,45.0,25.0,0.11,2.0,0.0,2,32,53,76
1165,18.2,35.0,24.0,0.09,2.0,0.0,2,32,56,73
1166,13.8,28.0,22.0,0.09,4.0,0.0,2,31,59,71
1167,12.4,24.0,21.0,0.1,4.0,0.0,2,30,63,71
1168,10.0,32.0,20.0,0.12,4.0,0.0,1,30,64,74
1169,10.1,35.0,20.0,0.16,5.0,0.0,1,29,63,73
1170,7.9,27.0,16.0,0.22,8.0,0.0,1,29,67,96
1171,9.4,29.0,12.0,0.27,8.0,0.0,1,27,79,267
1172,17.9,37.0,7.0,0.38,11.0,0.0,0,26,86,311
1173,23.2,49.0,7.0,0.31,11.0,0.0,1,26,85,320
1174,25.8,50.0,7.0,0.29,8.0,0.0,1,26,87,279
1175,23.9,46.0,6.0,0.25,6.0,0.0,0,26,87,294
1176,22.9,46.0,5.0,0.38,6.0,0.34,0,26,87,303
1177,18.1,39.0,3.0,0.38,7.11,0.0,0,25,90,274
1178,21.8,43.0,16.56,0.38,6.0,0.0,0,25,90,348
1179,20.2,39.0,4.0,0.35,8.0,0.0,0,25,89,329
1180,17.3,34.0,3.0,0.34,5.0,0.0,0,24,92,252
1181,19.8,38.0,2.0,0.37,5.0,0.0,0,24,92,254
1182,15.3,34.0,1.0,0.44,6.0,0.0,1,24,93,242
1183,16.7,34.0,3.0,0.56,11.0,0.0,0,25,89,251
1184,24.4,54.0,12.0,0.36,6.0,0.0,1,28,77,239
1185,30.3,56.0,20.0,0.21,3.0,0.0,1,30,66,138
1186,25.7,45.0,22.0,0.22,4.0,0.0,1,32,62,136
1187,19.5,44.0,21.0,0.21,3.0,0.0,1,33,58,95
1188,22.7,34.0,22.0,0.18,2.0,0.0,1,34,51,104
1189,17.1,30.0,21.0,0.17,2.0,0.0,1,35,49,113
1190,12.7,24.0,21.0,0.17,3.0,0.0,1,35,49,112
1191,10.0,21.0,19.0,0.21,5.0,0.0,1,34,49,119
1192,8.5,17.0,19.0,0.23,5.0,0.0,1,34,50,109
1193,7.4,14.0,18.0,0.24,6.0,0.0,1,33,53,130
1194,6.1,12.0,15.0,0.28,8.0,0.0,1,30,63,133
1195,4.7,12.0,14.0,0.27,6.0,0.0,1,29,71,122
1196,5.5,20.0,12.0,0.29,7.0,0.0,0,28,76,170
1197,9.5,31.0,5.0,0.42,9.0,0.0,0,27,83,257
1198,18.1,34.0,5.0,0.44,8.0,0.0,0,27,84,226
1199,14.7,29.0,3.0,0.38,8.0,0.34,0,26,86,237
1200,20.0,36.0,3.0,0.45,7.11,0.0,0,26,87,299
1201,23.4,56.0,16.56,0.39,5.0,1.0,0,25,86,234
1202,22.4,41.0,3.0,0.34,3.0,1.0,0,25,88,240
1203,18.1,33.0,4.0,0.29,3.0,1.0,0,25,87,286
1204,15.7,32.0,3.0,0.31,3.0,1.0,0,24,87,268
1205,14.1,25.0,1.0,0.43,5.0,1.0,0,24,90,290
1206,12.6,27.0,0.0,0.46,6.0,1.0,0,24,90,266
1207,18.6,32.0,3.0,0.52,9.0,1.0,0,25,84,238
1208,14.3,31.0,11.0,0.4,6.0,1.0,1,29,74,293
1209,23.1,50.0,19.0,0.22,4.0,0.0,1,30,67,201
1210,17.2,44.0,23.0,0.22,3.0,0.0,1,32,61,162
1211,16.4,33.0,24.0,0.21,3.0,0.0,1,33,55,117
1212,13.0,31.0,23.0,0.21,3.0,0.0,1,34,55,111
1213,14.0,24.0,21.0,0.19,2.0,0.0,2,35,52,85
1214,10.4,28.0,20.0,0.19,2.0,0.0,2,34,53,94
1215,8.5,22.0,19.0,0.22,6.0,0.0,1,33,56,90
1216,7.3,26.0,19.0,0.25,6.0,0.0,1,32,58,84
1217,6.3,20.0,17.0,0.29,9.0,0.0,1,31,64,93
1218,5.9,25.0,14.0,0.3,9.0,0.0,1,30,69,102
1219,8.2,30.0,15.0,0.4,10.0,0.0,0,29,72,132
