,PM25,PM10,O3,CO,NO2,SO2,WS,TEMP,RH,WD
405,16.9,39.0,10.0,0.47,10.0,0.0,0,26,98,259
406,18.8,43.0,6.0,0.5,8.0,1.0,0,25,97,254
407,17.3,40.0,7.0,0.47,6.0,0.0,0,25,97,251
408,16.8,39.0,9.0,0.42,5.0,0.0,0,25,96,266
409,18.6,43.0,7.0,0.38,4.0,0.0,0,24,96,265
410,16.8,39.0,6.0,0.38,3.0,0.0,0,24,96,238
411,19.0,44.0,9.0,0.35,3.0,0.0,0,24,96,289
412,17.9,41.0,7.0,0.42,5.0,0.0,0,24,96,310
413,18.3,42.0,4.0,0.49,9.0,0.0,0,24,96,280
414,22.3,51.0,4.0,0.73,13.0,0.0,0,24,96,330
415,23.0,53.0,2.0,1.18,20.0,0.0,0,24,94,354
416,29.3,65.0,13.0,0.6,16.0,0.0,1,28,81,351
417,27.9,60.0,35.0,0.38,8.0,0.34,1,30,70,44
418,22.5,47.0,40.0,0.24,7.11,0.0,1,31,65,76
419,25.1,52.0,16.56,0.22,4.0,0.0,1,32,60,86
420,18.3,38.0,33.0,0.27,8.0,0.0,1,29,72,87
421,21.8,45.0,28.0,0.25,7.0,0.0,1,29,73,57
422,20.1,41.0,27.0,0.22,7.0,0.0,1,31,62,74
423,17.0,34.0,23.0,0.29,10.0,0.0,1,30,70,62
424,22.7,46.0,21.0,0.27,8.0,0.0,2,31,64,69
425,18.3,37.0,18.0,0.26,9.0,0.0,1,29,72,123
426,14.7,30.0,17.0,0.26,9.0,0.0,1,26,90,79
427,12.3,25.0,18.0,0.33,13.0,0.0,1,25,96,22
428,11.6,23.0,22.0,0.26,8.0,0.0,1,25,95,333
429,8.6,17.0,24.0,0.24,4.0,0.0,1,25,95,289
430,11.2,25.0,21.0,0.24,6.0,0.0,0,25,96,37
431,8.2,18.0,22.0,0.23,4.0,0.0,0,25,96,297
432,7.8,15.0,23.0,0.22,4.0,0.0,1,24,97,310
433,5.7,12.0,18.0,0.34,4.0,1.0,0,24,97,293
434,8.2,16.0,20.0,0.3,3.0,1.0,1,24,97,308
435,8.0,16.0,20.0,0.21,2.0,0.0,1,24,97,248
436,6.0,12.0,20.0,0.22,2.0,1.0,1,24,97,266
437,7.5,16.0,16.0,0.26,4.0,1.0,0,24,96,233
438,7.0,14.0,13.0,0.33,7.0,0.0,1,24,95,240
439,5.4,10.0,8.0,0.55,18.0,0.0,0,24,94,219
440,5.1,9.0,14.0,0.38,12.0,0.34,1,25,92,258
441,12.2,25.0,26.0,0.25,7.11,1.0,1,28,81,255
442,9.8,19.0,16.56,0.25,5.0,0.0,0,29,72,334
443,10.1,19.0,43.0,0.26,5.0,1.0,1,31,63,75
444,10.9,20.0,44.0,0.25,3.0,1.0,1,32,59,73
445,11.9,22.0,40.0,0.27,3.0,1.0,2,33,57,71
446,13.9,26.0,36.0,0.27,4.0,1.0,2,33,59,75
447,15.0,28.0,35.0,0.29,5.0,1.0,2,33,60,69
448,13.8,27.0,29.0,0.35,9.0,1.0,1,31,66,79
449,17.4,37.0,24.0,0.37,11.0,1.0,1,29,72,115
450,16.2,35.0,19.0,0.43,13.0,1.0,1,28,75,139
451,12.3,26.0,17.0,0.39,14.0,1.0,1,28,78,145
452,17.0,37.0,22.0,0.35,12.0,1.0,1,27,80,162
453,16.6,37.0,14.0,0.39,10.0,0.0,0,26,88,221
454,15.8,36.0,9.0,0.36,7.0,0.0,0,25,91,208
455,12.5,28.0,7.0,0.38,6.0,0.0,0,25,93,245
456,13.6,30.0,10.0,0.34,4.0,0.0,0,25,92,233
457,17.3,39.0,11.0,0.29,3.0,1.0,0,25,92,237
458,14.2,32.0,9.0,0.3,2.0,1.0,0,24,93,244
459,16.8,38.0,8.0,0.27,2.0,1.0,0,24,93,251
460,14.4,33.0,7.0,0.3,3.0,1.0,0,24,93,283
461,12.5,28.0,5.0,0.34,4.0,1.0,0,24,94,279
462,12.5,28.0,3.0,0.39,4.0,1.0,0,23,95,254
463,11.8,27.0,6.0,0.38,5.0,0.34,0,24,92,263
464,11.5,25.0,15.0,0.39,7.11,1.0,0,27,82,248
465,20.7,42.0,16.56,0.24,4.0,0.0,1,29,73,196
466,17.9,36.0,32.0,0.21,3.0,1.0,1,30,66,168
467,13.0,26.0,36.0,0.23,4.0,1.0,1,32,57,109
468,13.6,27.0,38.0,0.24,4.0,1.0,1,32,57,127
469,15.5,31.0,40.0,0.25,4.0,1.0,1,33,53,63
470,13.8,26.0,47.0,0.27,4.0,1.0,1,34,46,69
471,16.0,32.0,37.0,0.26,3.0,1.0,1,33,52,75
472,17.3,36.0,35.0,0.26,4.0,1.0,1,33,54,90
473,13.9,28.0,29.0,0.3,5.0,1.0,1,31,62,115
474,22.0,48.0,20.0,0.35,8.0,1.0,1,29,70,127
475,18.8,42.0,19.0,0.41,10.0,1.0,0,28,75,130
476,16.8,39.0,12.0,0.49,12.0,1.0,0,27,81,134
477,17.9,41.0,5.0,0.55,11.0,1.0,0,26,89,246
478,20.6,47.0,4.0,0.65,8.0,1.0,0,25,91,268
479,32.3,74.0,8.0,0.44,5.0,1.0,0,25,89,228
480,20.5,46.0,7.0,0.36,4.0,0.0,0,25,92,247
481,18.1,41.0,6.0,0.34,3.0,0.0,0,24,92,252
482,17.5,39.0,7.0,0.31,2.0,1.0,0,24,92,251
483,18.6,42.0,12.0,0.3,2.0,1.0,0,24,89,245
484,16.2,37.0,10.0,0.33,3.0,1.0,0,23,91,281
485,15.9,36.0,9.0,0.34,3.0,1.0,0,23,92,290
486,15.2,35.0,4.0,0.38,6.0,0.34,0,23,93,278
487,17.9,40.0,3.0,0.57,7.11,1.0,0,23,92,329
488,19.3,40.0,16.56,0.48,10.0,0.0,1,26,79,333
489,19.2,41.0,23.0,0.39,9.0,1.0,1,27,76,301
490,24.6,54.0,31.0,0.3,6.0,1.0,1,29,72,275
491,17.4,36.0,39.0,0.26,4.0,1.0,1,32,59,57
492,19.1,40.0,36.0,0.25,4.0,1.0,1,32,57,71
493,15.9,32.0,34.0,0.24,3.0,1.0,1,32,56,94
494,13.7,27.0,32.0,0.24,3.0,1.0,1,33,55,62
495,13.9,26.0,33.0,0.25,4.0,1.0,1,33,55,51
496,11.3,20.0,32.0,0.24,3.0,1.0,2,32,56,65
497,16.9,33.0,31.0,0.25,3.0,1.0,2,32,61,71
498,19.5,42.0,25.0,0.3,6.0,1.0,1,29,73,99
499,19.9,45.0,22.0,0.4,9.0,1.0,0,28,74,107
500,16.8,39.0,17.0,0.44,12.0,1.0,0,27,80,69
501,16.7,38.0,10.0,0.51,13.0,1.0,0,27,83,150
502,17.8,41.0,10.0,0.42,8.0,1.0,0,26,87,285
503,15.9,36.0,8.0,0.46,9.0,1.0,0,26,89,281
504,17.1,39.0,5.0,0.44,6.0,1.0,0,25,92,262
505,15.8,36.0,6.0,0.42,4.0,0.0,0,25,92,277
506,19.0,44.0,7.0,0.36,2.0,0.0,0,24,92,247
507,15.4,35.0,5.0,0.35,3.0,0.0,0,24,93,253
508,16.6,38.0,5.0,0.38,3.0,0.0,0,24,93,288
509,16.8,38.0,5.0,0.38,4.0,0.34,0,24,93,193
510,12.3,27.0,4.0,0.46,7.11,0.0,0,24,92,315
511,9.0,20.0,16.56,0.72,18.0,0.0,0,24,88,288
512,13.3,30.0,7.0,0.65,18.0,0.0,0,27,80,252
513,25.3,56.0,33.0,0.3,6.0,0.0,1,30,68,211
514,21.5,46.0,44.0,0.28,4.0,0.0,1,31,59,126
515,16.1,32.0,44.0,0.27,4.0,0.0,1,32,55,68
516,13.9,27.0,41.0,0.27,4.0,0.0,1,33,52,68
517,15.5,30.0,38.0,0.26,3.0,0.0,1,33,52,97
518,16.9,31.0,34.0,0.26,3.0,0.0,2,33,55,70
519,13.2,24.0,29.0,0.26,4.0,0.0,2,32,61,77
520,22.2,45.0,25.0,0.3,8.0,0.0,1,31,65,88
521,24.0,50.0,21.0,0.29,6.0,0.0,1,29,74,123
522,18.3,36.0,17.0,0.25,7.0,0.0,2,28,74,147
523,15.2,30.0,18.0,0.25,5.0,0.0,1,26,80,199
524,13.5,27.0,18.0,0.22,4.0,0.0,1,26,83,217
525,10.5,20.0,14.0,0.23,5.0,0.0,1,26,84,217
526,8.1,15.0,14.0,0.23,3.0,0.0,1,25,86,221
527,8.1,15.0,12.0,0.22,3.0,0.0,1,25,90,218
528,9.8,20.0,9.0,0.21,2.0,0.0,1,25,90,224
529,8.7,16.0,7.0,0.22,2.0,0.0,1,25,90,205
530,10.0,20.0,6.0,0.21,2.0,1.0,1,25,89,216
531,8.4,15.0,8.0,0.19,2.0,1.0,1,25,88,208
532,7.0,13.0,8.0,0.38,3.0,0.34,1,25,88,212
533,8.5,19.0,7.0,0.29,7.11,1.0,0,25,89,190
534,6.3,14.0,16.56,0.38,7.0,1.0,0,25,92,297
535,5.2,10.0,2.0,0.65,15.0,1.0,1,25,91,295
536,6.2,13.0,3.0,0.62,13.0,0.0,0,26,87,264
537,11.6,24.0,12.0,0.32,8.0,0.0,1,27,79,248
538,16.6,33.0,22.0,0.21,5.0,0.0,1,28,72,229
539,13.2,24.0,26.0,0.22,5.0,0.0,2,28,71,203
540,10.3,18.0,27.0,0.2,4.0,0.0,1,29,67,183
541,11.5,20.0,23.0,0.24,5.0,1.0,2,27,83,196
542,12.5,25.0,17.0,0.24,6.0,1.0,1,27,81,195
543,9.7,19.0,16.0,0.26,7.0,1.0,1,27,80,205
544,11.6,22.0,13.0,0.31,12.0,1.0,2,27,83,222
545,13.5,28.0,14.0,0.31,10.0,1.0,1,27,82,238
546,13.3,28.0,12.0,0.37,10.0,1.0,1,26,83,238
547,16.9,36.0,13.0,0.41,8.0,0.0,1,26,86,247
548,17.1,37.0,7.0,0.52,13.0,0.0,1,26,86,344
549,21.1,46.0,9.0,0.39,8.0,0.0,0,25,90,272
550,15.2,34.0,10.0,0.32,3.0,0.0,0,25,93,295
551,15.0,33.0,10.0,0.34,6.0,0.0,0,25,93,332
552,13.1,30.0,3.0,0.39,8.0,0.0,0,25,95,327
553,14.7,34.0,2.0,0.34,5.0,0.0,0,25,95,279
554,12.4,28.0,3.0,0.32,4.0,0.0,0,25,94,275
555,15.8,36.0,2.0,0.38,7.0,0.34,0,26,93,25
556,16.7,38.0,1.0,0.51,7.11,0.0,0,25,95,287
557,16.5,38.0,16.56,0.55,8.0,0.0,0,25,96,241
558,13.5,31.0,1.0,0.73,8.0,1.0,0,24,95,328
559,21.2,48.0,4.0,1.17,16.0,1.0,0,25,92,283
560,24.7,55.0,8.0,0.57,14.0,0.0,0,27,83,149
561,24.6,54.0,17.0,0.26,9.0,0.0,1,29,76,149
562,24.8,53.0,19.0,0.22,6.0,0.0,1,29,76,141
563,23.2,48.0,24.0,0.2,4.0,0.0,1,30,66,124
564,17.0,34.0,23.0,0.21,5.0,0.0,1,30,68,123
565,17.2,33.0,22.0,0.2,3.0,0.0,1,31,61,122
566,13.3,25.0,19.0,0.22,6.0,0.0,1,31,60,135
567,17.0,33.0,18.0,0.22,7.0,0.0,1,27,77,104
568,30.0,67.0,9.0,0.43,18.0,0.0,1,26,85,55
569,22.9,51.0,7.0,0.55,18.0,0.0,0,28,81,39
570,15.4,34.0,4.0,0.52,17.0,0.0,0,27,85,3
571,17.6,40.0,8.0,0.68,17.0,0.0,0,26,87,117
572,18.1,42.0,6.0,0.53,16.0,0.0,0,26,88,103
573,20.5,47.0,8.0,0.45,10.0,0.0,0,26,90,30
574,21.3,48.0,11.0,0.44,10.0,0.0,0,26,87,84
575,20.9,47.0,24.0,0.21,3.0,0.0,0,26,88,110
576,21.6,50.0,10.0,0.22,4.0,0.0,0,25,94,331
577,18.8,41.0,12.0,0.25,4.0,0.0,1,25,92,72
578,15.7,33.0,23.0,0.38,1.0,0.34,1,25,89,139
579,11.8,26.0,16.0,0.23,7.11,1.0,0,25,93,76
580,13.4,29.0,16.56,0.22,4.0,1.0,0,24,92,55
581,11.6,24.0,16.0,0.3,7.0,1.0,1,24,93,328
582,10.9,22.0,17.0,0.27,8.0,1.0,0,24,94,194
583,10.4,21.0,12.0,0.46,22.0,1.0,0,25,97,255
584,10.9,23.0,12.0,0.49,22.0,0.0,0,25,97,325
585,8.8,17.0,14.0,0.49,16.0,1.0,1,27,92,22
586,13.1,25.0,29.0,0.25,4.0,0.0,1,29,75,84
587,12.1,22.0,32.0,0.25,5.0,0.0,1,30,70,109
588,13.5,26.0,31.0,0.25,6.0,0.0,1,29,76,105
589,11.2,21.0,25.0,0.25,9.0,1.0,1,28,78,134
590,14.9,29.0,24.0,0.26,9.0,1.0,1,29,74,128
591,15.0,29.0,24.0,0.28,8.0,1.0,1,29,70,125
592,15.7,32.0,23.0,0.32,10.0,1.0,1,28,74,106
593,17.5,38.0,16.56,0.89,18.0,0.34,1,27,80,176
594,19.1,42.0,12.0,0.41,14.0,1.0,0,26,88,273
595,22.5,49.0,15.0,0.37,8.0,1.0,1,26,90,301
596,20.3,45.0,13.0,0.35,7.0,1.0,0,25,91,260
597,20.3,46.0,11.0,0.34,7.0,1.0,0,26,91,277
598,17.7,40.0,5.0,0.4,9.0,0.0,0,26,92,292
599,17.8,41.0,6.0,0.39,5.0,0.0,0,25,93,279
600,16.5,37.0,12.0,0.39,4.0,0.0,0,25,91,171
601,16.8,38.0,10.0,0.38,2.0,0.34,0,25,92,240
602,19.9,45.0,7.0,0.29,7.11,1.0,0,25,94,238
603,16.7,38.0,16.56,0.3,2.0,1.0,0,25,93,231
604,16.8,38.0,8.0,0.31,3.0,1.0,0,25,93,248
605,12.6,29.0,7.0,0.36,5.0,1.0,0,25,93,223
606,14.9,34.0,4.0,0.58,10.0,0.0,0,25,93,259
607,23.2,53.0,7.0,0.79,18.0,0.0,0,26,89,320
608,18.6,42.0,14.0,0.69,18.0,0.0,0,27,80,49
609,22.7,50.0,26.0,0.35,10.0,0.0,1,28,73,117
610,22.3,48.0,30.0,0.29,10.0,0.0,1,29,73,121
611,24.2,50.0,34.0,0.25,5.0,0.0,1,30,69,113
612,20.7,42.0,37.0,0.24,4.0,0.0,1,31,64,121
613,16.5,32.0,42.0,0.7,5.0,0.34,2,30,64,103
614,17.9,36.0,31.0,0.27,7.0,0.0,1,30,65,103
615,20.4,42.0,30.0,0.27,5.0,0.0,1,30,66,112
616,22.2,47.0,26.0,0.29,7.0,0.0,1,30,65,100
617,24.0,51.0,24.0,0.29,7.0,0.0,1,29,68,101
618,22.8,50.0,21.0,0.38,11.0,0.0,1,28,73,89
619,24.3,55.0,15.0,0.51,17.0,0.0,0,27,78,74
620,23.7,54.0,13.0,0.58,16.0,0.0,0,26,83,81
621,28.6,66.0,4.0,0.38,14.0,0.34,0,25,90,294
622,28.9,67.0,1.0,0.72,14.0,0.0,0,25,91,255
623,27.7,64.0,2.0,0.61,12.0,0.0,0,25,93,266
624,27.6,63.0,4.0,0.38,7.0,0.34,0,24,93,230
625,27.8,64.0,4.0,0.48,7.11,0.0,0,24,92,310
626,25.8,59.0,16.56,0.62,14.0,0.0,0,24,92,318
627,23.1,53.0,4.0,0.53,9.0,0.0,0,24,92,86
628,20.5,47.0,2.0,0.65,12.0,0.0,0,24,94,351
629,24.5,56.0,1.0,1.07,16.0,0.0,0,24,93,356
630,22.9,51.0,4.0,0.79,12.0,0.0,0,24,91,356
631,25.9,59.0,2.0,1.19,23.0,0.0,0,25,89,340
632,28.6,63.0,10.0,0.88,21.0,0.0,1,28,77,8
633,32.4,70.0,28.0,0.28,9.0,0.0,1,30,65,108
634,23.0,46.0,36.0,0.23,4.0,0.0,2,31,58,102
635,16.4,32.0,42.0,0.25,4.0,0.0,1,31,57,103
636,15.6,29.0,47.0,0.26,5.0,0.0,2,32,58,95
637,16.2,30.0,52.0,0.28,4.0,0.0,2,32,58,91
638,20.3,41.0,56.0,0.29,4.0,0.0,1,31,57,103
639,15.6,31.0,45.0,0.33,7.0,0.0,1,31,63,118
640,21.9,46.0,46.0,0.32,5.0,0.0,1,30,64,123
641,26.0,56.0,35.0,0.32,6.0,0.0,1,29,67,123
642,29.4,66.0,27.0,0.36,9.0,0.0,1,28,73,127
643,25.8,58.0,23.0,0.41,12.0,0.0,0,27,76,139
644,27.8,62.0,24.0,0.34,10.0,0.0,1,27,79,136
645,25.7,57.0,21.0,0.32,10.0,0.0,1,26,80,145
646,26.4,60.0,12.0,0.31,8.0,0.0,0,25,87,245
647,26.0,60.0,10.0,0.38,5.0,0.34,0,24,91,262
648,25.3,58.0,8.0,0.39,7.11,0.0,0,24,92,257
649,24.9,57.0,16.56,0.34,3.0,0.0,0,24,92,254
650,20.4,47.0,8.0,0.32,3.0,0.0,0,24,92,263
651,21.3,49.0,8.0,0.29,4.0,0.0,0,24,92,307
652,18.1,42.0,7.0,0.31,4.0,0.34,0,24,91,292
653,17.7,41.0,3.0,0.47,10.0,0.34,0,24,92,357
654,20.9,47.0,0.0,0.66,12.0,0.34,0,24,93,359
655,17.5,40.0,4.0,0.84,19.0,0.0,0,25,87,347
656,21.5,48.0,22.0,0.5,12.0,0.0,0,29,72,103
657,23.2,48.0,33.0,0.21,5.0,0.0,1,30,64,97
658,22.5,46.0,33.0,0.18,4.0,0.0,1,31,61,108
659,23.4,47.0,35.0,0.19,4.0,0.0,2,32,56,123
660,17.8,35.0,37.0,0.2,4.0,0.0,1,32,56,121
661,19.16,42.18,36.0,0.2,4.0,0.0,2,32,55,127
662,19.16,42.18,37.0,0.19,4.0,0.0,1,32,56,118
663,19.16,42.18,35.0,0.2,3.0,0.0,1,31,59,125
664,15.7,30.0,38.0,0.22,4.0,0.0,1,31,58,120
665,15.5,31.0,36.0,0.24,5.0,0.0,1,30,63,131
666,20.0,43.0,31.0,0.3,8.0,0.0,1,28,70,122
667,21.1,47.0,26.0,0.34,10.0,0.0,0,27,74,113
668,25.2,57.0,24.0,0.33,10.0,0.0,0,27,77,93
669,25.8,59.0,24.0,0.27,9.0,0.0,0,27,78,131
670,21.4,49.0,11.0,0.38,9.0,0.34,0,25,86,267
671,20.4,47.0,10.0,0.32,7.11,0.0,0,24,89,252
672,17.0,39.0,16.56,0.35,5.0,0.0,0,24,90,331
673,18.0,41.0,2.0,0.48,12.0,0.0,0,24,90,343
674,18.1,41.0,2.0,0.53,12.0,0.0,0,24,90,3
675,21.4,49.0,2.0,0.61,10.0,0.0,0,24,92,346
676,22.2,51.0,1.0,0.56,9.0,0.0,0,23,93,266
677,26.0,60.0,1.0,0.64,8.0,0.34,0,23,93,282
678,23.2,53.0,1.0,0.8,13.0,0.0,0,23,93,322
679,25.1,58.0,2.0,1.0,22.0,0.34,0,24,88,284
680,29.0,66.0,22.0,0.49,14.0,0.34,0,28,72,50
681,31.2,67.0,34.0,0.23,5.0,0.0,1,30,64,85
682,21.7,43.0,16.56,0.19,3.0,0.0,2,30,63,133
683,16.3,40.0,41.0,0.38,3.0,0.34,2,31,56,103
684,16.5,30.0,39.0,0.38,7.11,0.0,2,32,55,111
685,17.9,34.0,40.0,0.17,3.0,0.0,2,33,51,112
686,13.5,31.0,40.0,0.19,4.0,0.0,2,32,52,113
687,10.1,23.0,37.0,0.21,6.0,0.0,1,32,55,102
688,10.0,23.0,32.0,0.27,10.0,0.0,1,30,61,108
689,11.7,24.0,32.0,0.27,9.0,0.0,1,30,62,112
690,11.6,25.0,28.0,0.31,10.0,0.0,1,28,68,124
691,11.2,30.0,20.0,0.38,14.0,0.0,0,27,74,122
692,11.8,64.0,17.0,0.41,13.0,0.0,0,26,78,63
693,14.8,63.0,13.0,0.38,8.0,0.34,0,25,84,44
694,22.9,57.0,6.0,0.5,7.11,0.0,0,25,88,303
695,31.7,60.0,16.56,0.55,10.0,0.0,0,25,87,329
696,33.1,65.0,3.0,0.58,8.0,0.0,0,24,90,253
697,36.7,71.0,3.0,0.55,6.0,0.0,0,24,92,291
698,34.9,63.0,4.0,0.53,5.0,0.0,0,24,92,227
699,30.2,65.0,7.0,0.43,4.0,0.0,0,24,91,220
700,26.8,57.0,13.0,0.3,3.0,0.34,0,24,89,249
701,27.2,50.0,9.0,0.39,5.0,0.34,0,24,91,254
702,29.7,50.0,5.0,0.54,10.0,0.0,0,24,91,258
703,25.0,48.0,7.0,0.57,14.0,0.34,0,25,88,255
704,30.7,57.0,29.0,0.32,8.0,0.0,0,28,75,225
705,35.7,68.0,35.0,0.24,6.0,0.0,1,30,65,117
706,27.1,49.0,37.0,0.21,3.0,0.0,1,31,59,108
707,25.5,45.0,41.0,0.21,3.0,0.0,1,32,55,123
708,26.9,48.0,44.0,0.2,3.0,0.0,1,32,51,128
709,23.5,47.0,42.0,0.21,3.0,0.0,1,32,52,104
710,18.6,36.0,39.0,0.2,4.0,0.0,1,33,51,101
711,19.0,44.0,34.0,0.2,5.0,0.0,2,33,50,134
712,16.8,41.0,34.0,0.38,10.0,0.34,1,32,52,111
713,16.7,42.0,29.0,0.3,8.0,0.0,1,31,58,116
714,22.2,55.0,22.0,0.36,10.0,0.0,1,29,65,109
715,23.9,60.0,20.0,0.37,10.0,0.0,0,28,70,129
716,20.5,53.0,14.0,0.38,11.0,0.34,0,27,77,128
717,20.3,53.0,6.0,0.49,7.11,0.0,0,25,86,242
718,26.4,50.0,16.56,0.56,10.0,0.0,0,25,88,254
719,29.9,60.0,5.0,0.52,9.0,0.0,0,25,87,245
720,30.8,71.0,5.0,0.47,7.0,0.0,0,24,89,257
721,34.4,73.0,7.0,0.4,5.0,0.0,0,24,90,245
722,32.9,70.0,6.0,0.38,4.0,0.0,0,24,91,254
723,28.9,57.0,8.0,0.29,4.0,0.0,0,23,91,236
724,27.3,55.0,5.0,0.33,4.0,0.0,0,23,92,249
725,25.1,50.0,4.0,0.38,5.0,0.0,0,23,92,207
726,18.6,37.0,3.0,0.47,7.0,0.0,0,23,92,272
727,21.2,42.0,3.0,0.7,15.0,0.0,0,24,89,276
728,29.4,60.0,18.0,0.43,10.0,0.0,0,27,77,271
729,24.3,62.0,31.0,0.27,6.0,0.0,1,30,65,87
730,20.4,44.0,34.0,0.21,3.0,0.0,1,30,61,113
731,20.7,43.0,39.0,0.21,3.0,0.0,1,32,56,86
732,20.3,42.0,40.0,0.2,3.0,0.0,1,32,54,95
733,17.9,36.0,39.0,0.19,3.0,0.0,1,33,52,112
734,14.2,28.0,36.0,0.19,2.0,0.0,1,32,53,99
735,11.4,25.0,31.0,0.21,4.0,0.0,1,32,54,107
736,8.6,19.0,25.0,0.23,9.0,0.0,1,32,55,104
737,6.9,23.0,28.0,0.24,6.0,0.0,1,31,59,94
738,5.4,26.0,23.0,0.32,10.0,0.0,1,29,67,132
739,4.1,22.0,20.0,0.38,11.0,0.34,0,28,71,125
740,6.9,30.0,17.0,0.32,7.11,0.0,0,27,75,140
741,12.4,35.0,16.56,0.5,11.0,0.0,0,25,85,274
742,17.5,44.0,1.0,0.72,13.0,0.0,0,25,87,257
743,28.8,56.0,1.0,0.63,12.0,0.0,0,25,88,258
744,30.4,51.0,4.0,0.57,7.0,0.0,0,24,89,261
745,33.4,60.0,5.0,0.47,5.0,0.0,0,24,90,249
746,30.6,52.0,5.0,0.41,4.0,0.0,0,23,91,245
747,28.7,48.0,3.0,0.36,4.0,0.0,0,23,92,234
748,29.3,49.0,5.0,0.29,3.0,0.0,0,23,92,262
749,22.4,37.0,5.0,0.29,4.0,0.0,0,23,91,246
750,16.1,35.0,4.0,0.41,6.0,0.0,0,23,91,243
751,12.3,35.0,1.0,0.86,15.0,0.0,0,24,89,310
752,9.6,39.0,7.0,0.76,17.0,0.0,0,26,81,325
753,22.6,54.0,24.0,0.33,8.0,0.0,0,29,71,280
754,22.1,53.0,31.0,0.25,5.0,0.0,1,31,62,65
755,25.9,61.0,34.0,0.22,3.0,0.0,1,32,56,106
756,22.1,43.0,39.0,0.22,3.0,0.0,1,32,54,112
757,20.6,36.0,41.0,0.21,4.0,0.0,1,33,50,105
758,17.5,31.0,43.0,0.22,3.0,0.0,1,34,49,147
759,13.8,28.0,48.0,0.27,7.0,0.0,1,34,47,118
760,11.2,30.0,35.0,0.28,8.0,0.0,1,33,50,129
761,10.7,22.0,27.0,0.27,8.0,0.0,1,32,52,126
762,9.8,21.0,17.0,0.38,10.0,0.34,1,29,62,99
763,12.8,24.0,15.0,0.32,7.11,0.0,0,28,70,126
764,15.3,25.0,16.56,0.29,9.0,0.0,0,27,73,161
765,15.0,40.0,5.0,0.9,12.0,0.0,0,25,84,252
766,30.6,52.0,3.0,0.71,8.0,0.0,0,25,87,253
767,35.4,59.0,4.0,0.57,8.0,0.0,0,24,87,280
768,33.0,61.0,3.0,0.56,8.0,0.0,0,24,88,288
769,30.3,59.0,4.0,0.47,5.0,0.0,0,23,90,247
770,34.6,54.0,4.0,0.5,4.0,0.0,0,23,91,270
771,30.8,45.0,4.0,0.32,3.0,0.0,0,23,91,242
772,28.2,49.0,9.0,0.41,3.0,0.0,0,23,88,271
773,20.5,42.0,8.0,0.44,6.0,0.0,0,23,87,315
774,15.4,37.0,1.0,0.72,9.0,0.0,0,22,91,336
775,17.6,44.0,2.0,1.05,13.0,0.0,0,23,88,265
776,29.9,50.0,9.0,0.56,10.0,0.0,1,27,79,268
777,30.8,62.0,22.0,0.24,5.0,0.0,1,30,64,67
778,25.3,51.0,25.0,0.2,3.0,0.0,1,31,58,111
779,21.2,42.0,23.0,0.18,3.0,0.0,1,32,54,75
780,16.1,32.0,25.0,0.18,2.0,0.0,1,33,51,94
781,14.9,28.0,25.0,0.18,2.0,0.0,1,34,51,90
782,11.8,25.0,22.0,0.18,3.0,0.0,1,34,53,79
783,12.1,24.0,19.0,0.21,5.0,0.0,1,33,53,116
784,8.8,22.0,18.0,0.24,6.0,0.0,1,33,54,103
785,11.0,24.0,17.0,0.38,7.0,0.34,1,31,59,94
786,9.4,18.0,15.0,0.31,7.11,0.0,1,29,67,89
787,8.1,17.0,16.56,0.29,9.0,0.0,1,28,72,121
788,9.8,25.0,12.0,0.28,9.0,0.0,0,27,73,137
789,8.3,29.0,7.0,0.86,9.0,0.0,0,26,82,258
790,21.7,35.0,4.0,0.93,8.0,0.0,0,25,86,228
791,20.7,44.0,3.0,0.83,7.0,0.0,0,24,89,243
792,30.3,57.0,2.0,0.72,7.0,0.0,0,24,90,248
793,29.4,56.0,2.0,0.6,6.0,0.0,0,24,91,265
794,23.8,43.0,2.0,0.58,5.0,0.0,0,23,91,258
795,25.9,44.0,5.0,0.44,4.0,0.0,0,23,90,289
796,26.2,40.0,5.0,0.37,4.0,0.0,0,23,90,296
797,19.2,30.0,2.0,0.45,5.0,0.0,0,22,91,207
798,14.6,28.0,3.0,0.47,6.0,0.0,0,22,91,297
799,11.3,37.0,3.0,0.55,8.0,0.0,0,23,90,256
800,16.3,41.0,7.0,0.81,15.0,0.0,0,26,80,291
801,29.0,51.0,22.0,0.38,9.0,0.0,0,30,67,132
802,25.9,48.0,28.0,0.24,4.0,0.0,1,32,57,90
803,23.5,44.0,29.0,0.24,4.0,0.0,1,32,55,92
804,22.2,36.0,32.0,0.21,3.0,0.0,1,33,53,76
805,16.6,28.0,28.0,0.22,4.0,0.0,2,34,53,63
806,16.1,32.0,26.0,0.2,2.0,0.0,1,34,54,75
807,12.6,25.0,27.0,0.2,4.0,0.0,1,34,53,82
808,9.7,21.0,27.0,0.38,3.0,0.34,1,33,55,78
809,9.8,27.0,28.0,0.24,7.11,1.0,1,32,59,82
810,6.6,22.0,16.56,0.3,7.0,0.0,1,30,66,131
811,5.6,18.0,18.0,0.32,9.0,0.0,1,28,72,129
812,6.6,24.0,17.0,0.3,8.0,0.0,0,27,77,145
813,8.5,23.0,8.0,0.56,10.0,0.0,0,26,85,252
814,11.9,34.0,6.0,0.57,9.0,0.0,0,25,87,231
