Unnamed: 0,DATETIMEDATA,PM25,PM10,O3,CO,NO2,SO2,WS,TEMP,RH,WD
1600,2024-03-07 16:00:00,14.9,28.0,13.0,0.24,4.0,0.34,1.0,36,50,78.0
1601,2024-03-07 17:00:00,15.6,30.0,13.0,0.38,4.0,0.34,1.0,34,55,81.0
1602,2024-03-07 18:00:00,11.7,23.0,11.0,0.32,6.0,0.34,1.0,31,65,82.0
1603,2024-03-07 19:00:00,14.1,28.0,9.0,0.33,8.0,0.34,1.0,30,70,128.0
1604,2024-03-07 20:00:00,13.2,27.0,8.0,0.32,8.0,0.34,1.0,29,74,154.0
1605,2024-03-07 21:00:00,12.9,26.0,6.0,0.36,8.0,0.34,1.0,28,78,199.0
1606,2024-03-07 22:00:00,13.6,36.0,4.0,0.41,9.0,0.34,0.6,27,84,227.0
1607,2024-03-07 23:00:00,20.7,46.0,4.0,0.45,9.0,0.34,1.0,27,83,205.0
1608,2024-03-08 00:00:00,21.3,51.0,4.0,0.4,7.0,0.34,1.0,27,84,209.0
1609,2024-03-08 01:00:00,27.4,44.0,2.0,0.42,6.0,0.34,1.0,26,88,239.0
1610,2024-03-08 02:00:00,21.1,43.0,3.0,0.34,3.0,0.34,1.0,25,87,227.0
1611,2024-03-08 03:00:00,23.2,37.0,4.0,0.26,3.0,0.34,1.0,25,85,221.0
1612,2024-03-08 04:00:00,17.8,38.0,4.0,0.26,4.0,0.34,0.6,25,84,220.0
1613,2024-03-08 05:00:00,14.4,38.0,3.0,0.38,5.0,0.34,0.6,24,85,288.0
1614,2024-03-08 06:00:00,11.2,32.0,1.0,0.53,7.11,0.34,1.0,24,86,336.0
1615,2024-03-08 07:00:00,9.2,33.0,16.56,0.62,12.0,0.34,1.0,26,80,348.0
1616,2024-03-08 08:00:00,12.2,44.0,6.0,0.56,11.0,0.34,1.0,28,73,304.0
1617,2024-03-08 09:00:00,30.0,70.0,10.0,0.3,5.0,0.34,1.0,30,68,214.0
1618,2024-03-08 10:00:00,30.8,56.0,10.0,0.22,3.0,0.34,1.0,32,60,173.0
1619,2024-03-08 11:00:00,23.3,51.0,10.0,0.21,3.0,0.34,1.0,33,56,157.0
1620,2024-03-08 12:00:00,17.3,37.0,11.0,0.21,4.0,0.34,2.0,33,55,154.0
1621,2024-03-08 13:00:00,13.1,35.0,11.0,0.22,3.0,0.34,1.0,33,54,147.0
1622,2024-03-08 14:00:00,12.5,29.0,11.0,0.24,4.0,0.34,1.0,34,53,139.0
1623,2024-03-08 15:00:00,11.9,33.0,10.0,0.21,4.0,0.34,1.0,33,54,123.0
1624,2024-03-08 16:00:00,8.8,29.0,10.0,0.22,5.0,0.34,1.0,32,57,123.0
1625,2024-03-08 17:00:00,9.9,31.0,8.0,0.26,7.0,0.34,1.0,31,62,126.0
1626,2024-03-08 18:00:00,8.5,24.0,6.0,0.33,9.0,0.34,1.0,30,68,126.0
1627,2024-03-08 19:00:00,7.1,27.0,5.0,0.31,10.0,0.34,0.6,29,72,140.0
1628,2024-03-08 20:00:00,7.3,27.0,6.0,0.31,9.0,0.34,0.6,29,73,149.0
1629,2024-03-08 21:00:00,9.3,32.0,3.0,0.48,12.0,0.34,0.6,28,80,199.0
1630,2024-03-08 22:00:00,11.3,32.0,2.0,0.73,11.0,0.34,0.6,27,84,255.0
1631,2024-03-08 23:00:00,16.5,31.0,2.0,0.54,8.0,0.34,0.6,27,84,296.0
